ElapsedTime(s)	1260	EstimatedLatency(ms)	N/A	Trials	1428
ElapsedTime(s)	2738	EstimatedLatency(ms)	N/A	Trials	2856
ElapsedTime(s)	3956	EstimatedLatency(ms)	N/A	Trials	4284
ElapsedTime(s)	5436	EstimatedLatency(ms)	N/A	Trials	5712
ElapsedTime(s)	6822	EstimatedLatency(ms)	N/A	Trials	7140
ElapsedTime(s)	8179	EstimatedLatency(ms)	N/A	Trials	8568
ElapsedTime(s)	9075	EstimatedLatency(ms)	0.921	Trials	9291
ElapsedTime(s)	10732	EstimatedLatency(ms)	0.851	Trials	10719
